show_id,movie_id,theater_id,screen_id,show_date,start_time,price_per_ticket,available_seats,,
SH_90,MV_7696,TH_362,SC_322,2024-09-16,15:00:00,390.81,81,,
SH_91,MV_4061,TH_308,SC_378,2024-08-31,13:45:00,220.11,127,,
SH_92,MV_4384,TH_16,SC_938,2023-10-28,20:00:00,425.69,111,,
SH_93,MV_3341,TH_3,SC_740,2023-03-07,11:00:00,150.59,97,,
SH_94,MV_4361,TH_458,SC_83,2025-09-20,11:45:00,454.83,187,,
SH_95,MV_635,TH_293,SC_12,2025-07-09,20:00:00,179.34,55,,
SH_96,MV_2749,TH_381,SC_508,2025-01-14,12:00:00,303.97,53,,
SH_97,MV_7322,TH_87,SC_178,2024-05-09,19:15:00,489.61,101,,
SH_98,MV_577,TH_335,SC_286,2023-08-30,21:45:00,496.97,83,,
SH_99,MV_2459,TH_457,SC_294,2023-03-20,14:45:00,340.01,125,,
SH_100,MV_4275,TH_179,SC_796,2025-03-12,13:30:00,393.44,157,,
SH_101,MV_1277,TH_486,SC_137,2023-05-04,13:15:00,226.24,185,,
SH_102,MV_9309,TH_144,SC_42,2025-08-12,18:45:00,353.22,190,,
SH_103,MV_5180,TH_209,SC_821,2024-10-29,14:00:00,221.56,145,,
SH_104,MV_4456,TH_265,SC_941,2023-08-13,21:00:00,165.81,191,,
SH_105,MV_724,TH_72,SC_564,2023-01-03,14:15:00,309.56,136,,
SH_106,MV_1337,TH_391,SC_405,2025-03-01,13:00:00,319.67,188,,
SH_107,MV_9021,TH_311,SC_150,2025-10-14,14:00:00,328.6,99,,
SH_108,MV_4228,TH_344,SC_904,2024-05-19,15:00:00,357.15,52,,
SH_109,MV_6177,TH_456,SC_615,2023-08-25,14:00:00,416.48,57,,
SH_110,MV_3038,TH_274,SC_240,2025-11-09,17:00:00,470.85,136,,
SH_111,MV_5149,TH_169,SC_929,2025-08-06,19:45:00,169.17,139,,
SH_112,MV_9844,TH_57,SC_575,2025-11-19,13:30:00,497.41,162,,
SH_113,MV_6079,TH_350,SC_176,2025-10-01,13:45:00,184.62,120,,
SH_114,MV_3314,TH_147,SC_441,2023-04-11,22:00:00,231.21,80,,
SH_115,MV_7124,TH_245,SC_395,2025-07-30,21:45:00,465.91,179,,
SH_116,MV_8968,TH_143,SC_815,2023-07-23,22:45:00,465.66,99,,
SH_117,MV_6665,TH_350,SC_42,2025-11-21,16:45:00,343.45,83,,
SH_118,MV_6118,TH_203,SC_465,2024-02-24,14:00:00,237.24,127,,
SH_119,MV_4732,TH_351,SC_908,2023-12-16,19:15:00,480.88,177,,
SH_120,MV_880,TH_290,SC_36,2024-07-30,10:00:00,259.91,55,,
SH_121,MV_2871,TH_388,SC_688,2024-11-11,14:30:00,230.19,55,,
SH_122,MV_2918,TH_266,SC_581,2025-02-20,16:45:00,249.55,157,,
SH_123,MV_261,TH_191,SC_196,2024-02-25,17:15:00,436.75,191,,
SH_124,MV_5969,TH_307,SC_990,2024-12-10,14:45:00,435.6,85,,
SH_125,MV_3435,TH_206,SC_700,2024-03-04,10:30:00,411.56,176,,
SH_126,MV_5710,TH_140,SC_479,2025-07-18,11:00:00,346.21,84,,
SH_127,MV_6460,TH_74,SC_374,2025-01-22,13:00:00,179.38,148,,
SH_128,MV_9849,TH_175,SC_272,2024-07-07,13:15:00,306.02,57,,
SH_129,MV_4505,TH_351,SC_860,2023-12-20,21:30:00,486.18,63,,
SH_130,MV_6375,TH_122,SC_171,2025-08-18,12:30:00,459.11,143,,
SH_131,MV_1444,TH_203,SC_231,2025-11-21,15:30:00,456.08,64,,
SH_132,MV_3881,TH_417,SC_183,2025-09-07,16:45:00,228.02,72,,
SH_133,MV_7021,TH_151,SC_750,2025-09-28,13:30:00,391.98,116,,
SH_134,MV_4307,TH_383,SC_323,2025-09-13,21:15:00,251.08,157,,
SH_135,MV_9184,TH_292,SC_550,2024-08-07,22:15:00,192.36,119,,
SH_136,MV_2046,TH_404,SC_62,2025-04-26,18:45:00,451.48,77,,
SH_137,MV_8397,TH_275,SC_94,2024-11-30,22:45:00,180.8,89,,
SH_138,MV_3131,TH_82,SC_287,2023-09-08,19:45:00,194.89,182,,
SH_139,MV_523,TH_27,SC_330,2024-11-18,16:00:00,416.7,185,,
SH_140,MV_9475,TH_347,SC_572,2023-02-23,20:45:00,358.75,140,,
SH_141,MV_935,TH_221,SC_836,2024-04-10,14:15:00,435.01,75,,
SH_142,MV_7244,TH_460,SC_210,2023-10-07,22:30:00,434.23,50,,
SH_143,MV_217,TH_19,SC_861,2024-01-02,12:00:00,411.33,122,,
SH_144,MV_3233,TH_329,SC_821,2024-09-29,15:15:00,312.77,110,,
SH_145,MV_1736,TH_137,SC_147,2024-03-17,22:00:00,380.05,63,,
SH_146,MV_4018,TH_141,SC_810,2023-12-24,14:45:00,330.57,161,,
SH_147,MV_4858,TH_394,SC_174,2023-08-26,19:00:00,224.85,116,,
SH_148,MV_3963,TH_317,SC_270,2024-12-05,18:45:00,172.32,170,,
SH_149,MV_6352,TH_372,SC_764,2024-04-16,22:45:00,262.33,135,,
SH_150,MV_5115,TH_244,SC_740,2024-12-27,15:15:00,401.29,53,,
SH_151,MV_5019,TH_73,SC_950,2023-05-31,20:15:00,373.61,146,,
SH_152,MV_9650,TH_458,SC_658,2025-11-04,20:45:00,204.36,56,,
SH_153,MV_4700,TH_62,SC_7,2023-10-31,10:30:00,201.16,75,,
SH_154,MV_4593,TH_410,SC_498,2024-02-10,12:45:00,235.05,197,,
SH_155,MV_6692,TH_353,SC_388,2024-04-19,18:30:00,150.11,55,,
SH_156,MV_8955,TH_261,SC_896,2023-12-27,10:15:00,218.11,114,,
SH_157,MV_1580,TH_32,SC_978,2024-10-02,17:15:00,325.43,148,,
SH_158,MV_9846,TH_313,SC_327,2025-06-04,17:45:00,207.78,66,,
SH_159,MV_5678,TH_106,SC_979,2025-07-31,12:00:00,494.26,189,,
SH_160,MV_4456,TH_12,SC_523,2024-01-06,12:00:00,481.14,60,,
SH_161,MV_2130,TH_190,SC_357,2025-09-03,12:30:00,478.16,98,,
SH_162,MV_8303,TH_352,SC_358,2024-05-20,22:45:00,404.49,196,,
SH_163,MV_5022,TH_382,SC_106,2023-05-29,10:00:00,360.5,108,,
SH_164,MV_4826,TH_63,SC_958,2023-02-09,19:30:00,281.45,176,,
SH_165,MV_4572,TH_176,SC_179,2023-07-05,14:45:00,316.96,141,,
SH_166,MV_1325,TH_118,SC_741,2025-03-21,15:45:00,499.55,109,,
SH_167,MV_3036,TH_398,SC_469,2025-09-04,15:45:00,274.81,180,,
SH_168,MV_327,TH_400,SC_678,2025-05-11,18:15:00,205.16,77,,
SH_169,MV_3295,TH_244,SC_63,2025-07-13,10:00:00,454.64,163,,
SH_170,MV_4774,TH_60,SC_154,2023-12-31,12:15:00,329.37,117,,
SH_171,MV_8025,TH_430,SC_212,2025-09-04,16:15:00,237.13,93,,
SH_172,MV_9655,TH_448,SC_538,2025-08-25,12:15:00,189.34,152,,
SH_173,MV_5717,TH_468,SC_339,2025-11-09,13:45:00,247.88,186,,
SH_174,MV_9325,TH_190,SC_21,2025-11-17,11:15:00,248.88,141,,
SH_175,MV_5045,TH_315,SC_895,2025-12-18,10:30:00,376.83,149,,
SH_176,MV_7706,TH_374,SC_54,2024-03-21,11:15:00,208.81,55,,
SH_177,MV_3598,TH_248,SC_561,2023-11-08,13:30:00,494.27,118,,
SH_178,MV_2683,TH_156,SC_869,2023-11-02,15:30:00,333.26,182,,
SH_179,MV_2655,TH_31,SC_727,2023-04-09,20:00:00,403.24,52,,
SH_180,MV_2306,TH_487,SC_523,2025-02-16,12:45:00,330.02,105,,
SH_181,MV_6737,TH_229,SC_56,2024-03-17,17:15:00,390.22,190,,
SH_182,MV_3752,TH_11,SC_757,2024-10-16,19:30:00,482.84,72,,
SH_183,MV_5743,TH_230,SC_671,2025-12-05,12:30:00,367.71,103,,
SH_184,MV_6201,TH_445,SC_481,2025-05-14,22:45:00,171.34,154,,
SH_185,MV_2276,TH_131,SC_267,2024-07-11,13:45:00,412.92,168,,
SH_186,MV_982,TH_238,SC_372,2025-05-07,18:45:00,274.93,177,,
SH_187,MV_1833,TH_225,SC_311,2025-01-07,11:30:00,317.02,50,,
SH_188,MV_2231,TH_213,SC_772,2025-09-12,17:00:00,283.87,171,,
SH_189,MV_773,TH_449,SC_330,2023-08-27,16:15:00,458.67,154,,
SH_190,MV_3303,TH_317,SC_76,2023-11-11,14:30:00,188.01,120,,
SH_191,MV_7885,TH_246,SC_134,2024-03-18,12:45:00,314.95,157,,
SH_192,MV_9489,TH_11,SC_309,2024-11-02,10:30:00,441.5,185,,
SH_193,MV_6001,TH_480,SC_307,2025-03-23,21:15:00,335.87,149,,
SH_194,MV_8367,TH_41,SC_234,2023-02-12,20:15:00,440.62,83,,
SH_195,MV_9430,TH_247,SC_837,2025-08-16,13:15:00,221.14,76,,
SH_196,MV_6523,TH_111,SC_547,2024-04-13,18:45:00,488.02,99,,
SH_197,MV_9611,TH_352,SC_732,2024-01-22,22:00:00,235.34,112,,
SH_198,MV_5086,TH_97,SC_880,2024-07-15,21:15:00,293.16,187,,
SH_199,MV_5846,TH_305,SC_962,2024-10-26,22:45:00,252.71,84,,
SH_200,MV_116,TH_1,SC_756,2024-06-17,22:15:00,156.83,52,,
SH_201,MV_9102,TH_14,SC_92,2023-06-06,11:30:00,339.02,74,,
SH_202,MV_9935,TH_242,SC_413,2024-05-28,16:30:00,313.68,173,,
SH_203,MV_8078,TH_447,SC_988,2024-02-24,12:30:00,412.61,75,,
SH_204,MV_4888,TH_495,SC_145,2024-07-31,14:45:00,487.97,139,,
SH_205,MV_1398,TH_122,SC_841,2025-03-07,19:00:00,166.93,96,,
SH_206,MV_638,TH_494,SC_431,2023-10-15,12:15:00,234.71,129,,
SH_207,MV_8230,TH_144,SC_105,2023-07-12,20:00:00,247.27,198,,
SH_208,MV_7114,TH_8,SC_115,2023-04-17,20:45:00,173.48,131,,
SH_209,MV_2657,TH_168,SC_714,2025-12-28,13:15:00,343.89,84,,
SH_210,MV_6382,TH_295,SC_821,2023-09-30,16:00:00,376.06,84,,
SH_211,MV_6036,TH_498,SC_265,2025-08-19,13:15:00,273.48,188,,
SH_212,MV_3146,TH_385,SC_303,2023-03-02,10:15:00,370.11,82,,
SH_213,MV_6881,TH_21,SC_227,2023-10-07,21:00:00,164.62,73,,
SH_214,MV_2901,TH_5,SC_500,2023-11-11,22:00:00,461.1,193,,
SH_215,MV_8275,TH_401,SC_151,2024-01-15,14:45:00,165.83,166,,
SH_216,MV_7576,TH_408,SC_744,2023-04-20,14:15:00,354.67,119,,
SH_217,MV_8761,TH_496,SC_807,2024-10-09,13:45:00,489.34,118,,
SH_218,MV_5864,TH_301,SC_621,2024-03-06,20:15:00,290.52,142,,
SH_219,MV_7888,TH_71,SC_860,2023-01-05,21:45:00,221.1,121,,
SH_220,MV_7316,TH_252,SC_710,2025-08-21,16:00:00,296.44,54,,
SH_221,MV_5158,TH_142,SC_44,2024-04-21,15:45:00,277.67,85,,
SH_222,MV_9613,TH_343,SC_509,2025-03-27,10:00:00,207.54,192,,
SH_223,MV_3691,TH_389,SC_54,2025-03-07,16:30:00,324.69,192,,
SH_224,MV_4485,TH_167,SC_18,2025-12-12,19:45:00,468.45,187,,
SH_225,MV_5511,TH_9,SC_615,2025-10-11,13:00:00,307.39,115,,
SH_226,MV_5761,TH_27,SC_500,2025-01-05,20:30:00,199.46,50,,
SH_227,MV_3134,TH_392,SC_163,2024-09-05,15:30:00,352.51,97,,
SH_228,MV_5401,TH_331,SC_674,2025-09-26,21:45:00,386.42,80,,
SH_229,MV_9537,TH_262,SC_998,2024-09-27,10:15:00,465.08,70,,
SH_230,MV_1648,TH_164,SC_922,2023-05-04,10:45:00,289.18,198,,
SH_231,MV_6807,TH_377,SC_389,2024-03-06,17:30:00,279.49,67,,
SH_232,MV_1136,TH_89,SC_742,2023-03-23,18:30:00,388.43,136,,
SH_233,MV_3084,TH_301,SC_897,2024-03-08,19:45:00,232.14,142,,
SH_234,MV_114,TH_134,SC_512,2023-07-07,21:45:00,479.31,190,,
SH_235,MV_7721,TH_85,SC_882,2024-03-10,20:15:00,386.94,74,,
SH_236,MV_6169,TH_89,SC_704,2025-04-21,21:45:00,336.66,166,,
SH_237,MV_2695,TH_165,SC_771,2024-12-29,11:45:00,294.51,127,,
SH_238,MV_1467,TH_42,SC_236,2025-01-23,13:30:00,466.42,191,,
SH_239,MV_4241,TH_245,SC_883,2024-08-30,13:00:00,239.33,65,,
SH_240,MV_3820,TH_195,SC_873,2023-05-01,17:15:00,417.61,115,,
SH_241,MV_311,TH_389,SC_880,2024-11-19,19:30:00,297.16,188,,
SH_242,MV_9253,TH_149,SC_88,2023-11-12,11:45:00,190.51,87,,
SH_243,MV_6469,TH_415,SC_688,2025-03-14,17:30:00,494.28,74,,
SH_244,MV_7888,TH_28,SC_502,2024-04-20,21:30:00,248.84,157,,
SH_245,MV_5092,TH_67,SC_105,2024-01-02,20:00:00,373.56,77,,
SH_246,MV_8808,TH_441,SC_175,2023-12-18,12:00:00,305.4,180,,
SH_247,MV_2828,TH_343,SC_261,2024-12-23,21:30:00,282.07,55,,
SH_248,MV_9894,TH_301,SC_174,2024-02-23,17:30:00,217.64,195,,
SH_249,MV_1837,TH_67,SC_884,2023-12-06,22:45:00,402.74,191,,
SH_250,MV_6927,TH_461,SC_205,2025-06-12,16:15:00,254.81,94,,
SH_251,MV_6289,TH_51,SC_271,2023-11-28,13:00:00,365.23,60,,
SH_252,MV_9060,TH_171,SC_845,2024-06-11,15:45:00,261.88,74,,
SH_253,MV_963,TH_104,SC_668,2024-11-07,19:00:00,238.19,96,,
SH_254,MV_9401,TH_164,SC_785,2023-02-10,16:45:00,352.21,97,,
SH_255,MV_6801,TH_283,SC_286,2025-02-12,16:00:00,170.72,195,,
SH_256,MV_45,TH_239,SC_206,2023-04-22,14:00:00,203.13,164,,
SH_257,MV_4249,TH_232,SC_410,2023-02-07,16:45:00,417.44,131,,
SH_258,MV_7720,TH_183,SC_956,2024-07-07,21:30:00,328.4,108,,
SH_259,MV_2532,TH_252,SC_869,2023-02-19,22:30:00,303.48,164,,
SH_260,MV_7691,TH_455,SC_526,2023-07-23,18:45:00,212.75,156,,
SH_261,MV_5059,TH_355,SC_74,2023-07-22,17:00:00,375.53,163,,
SH_262,MV_7368,TH_269,SC_14,2025-04-19,20:15:00,482.89,193,,
SH_263,MV_2598,TH_448,SC_861,2025-10-10,14:15:00,293.88,132,,
SH_264,MV_6348,TH_321,SC_707,2025-09-26,22:15:00,309.99,187,,
SH_265,MV_3953,TH_329,SC_902,2024-09-15,22:45:00,442.42,192,,
SH_266,MV_935,TH_284,SC_120,2023-01-08,21:30:00,274,172,,
SH_267,MV_8613,TH_173,SC_540,2023-07-28,12:15:00,439.12,78,,
SH_268,MV_4173,TH_66,SC_243,2025-10-15,15:15:00,218.7,154,,
SH_269,MV_9227,TH_186,SC_76,2025-06-20,10:15:00,283.2,143,,
SH_270,MV_5385,TH_241,SC_356,2025-09-28,11:45:00,399.1,168,,
SH_271,MV_7964,TH_79,SC_520,2024-10-17,22:30:00,330.91,135,,
SH_272,MV_1634,TH_264,SC_911,2025-08-07,18:15:00,424.6,88,,
SH_273,MV_9327,TH_250,SC_533,2023-03-19,11:30:00,490.03,96,,
SH_274,MV_960,TH_109,SC_200,2024-01-30,22:30:00,450.35,55,,
SH_275,MV_3666,TH_52,SC_917,2025-04-01,18:15:00,184.72,74,,
SH_276,MV_5787,TH_337,SC_691,2025-04-27,16:00:00,464.04,78,,
SH_277,MV_5519,TH_203,SC_230,2024-08-06,15:45:00,406.24,192,,
SH_278,MV_2025,TH_193,SC_873,2024-04-14,21:30:00,282.87,126,,
SH_279,MV_7,TH_259,SC_345,2024-12-29,16:45:00,374.3,196,,
SH_280,MV_5337,TH_207,SC_485,2023-12-03,16:30:00,193.77,74,,
SH_281,MV_2281,TH_199,SC_849,2025-11-10,22:45:00,391.05,73,,
SH_282,MV_1089,TH_305,SC_859,2025-02-15,11:30:00,453.17,145,,
SH_283,MV_1772,TH_240,SC_418,2025-02-05,17:00:00,176.54,190,,
SH_284,MV_9487,TH_15,SC_963,2024-10-25,19:45:00,346.51,104,,
SH_285,MV_4073,TH_319,SC_494,2024-12-07,18:45:00,217.28,76,,
SH_286,MV_4293,TH_424,SC_589,2024-07-07,11:15:00,452.13,156,,
SH_287,MV_95,TH_428,SC_903,2025-04-22,22:45:00,191.43,194,,
SH_288,MV_4476,TH_463,SC_486,2023-10-17,17:30:00,301.83,186,,
SH_289,MV_7013,TH_179,SC_483,2024-06-07,18:45:00,188.85,113,,
SH_290,MV_4535,TH_166,SC_902,2024-05-05,12:45:00,435.44,56,,
SH_291,MV_478,TH_238,SC_807,2024-12-20,11:45:00,351.61,79,,
SH_292,MV_7157,TH_214,SC_196,2023-05-12,12:45:00,344.29,95,,
SH_293,MV_3848,TH_431,SC_864,2025-08-15,16:15:00,159.4,117,,
SH_294,MV_7783,TH_248,SC_114,2025-02-11,22:15:00,253.56,181,,
SH_295,MV_5848,TH_110,SC_352,2025-06-01,12:45:00,353.8,78,,
SH_296,MV_4953,TH_404,SC_779,2024-01-10,21:45:00,352.04,195,,
SH_297,MV_2450,TH_97,SC_253,2025-01-21,20:00:00,304.37,91,,
SH_298,MV_9156,TH_417,SC_306,2024-06-09,22:45:00,471.25,105,,
SH_299,MV_6029,TH_190,SC_483,2025-09-14,15:30:00,362.23,195,,
SH_300,MV_7555,TH_68,SC_657,2025-05-30,14:45:00,218.3,128,,
SH_301,MV_4439,TH_72,SC_595,2024-01-25,11:00:00,245.92,64,,
SH_302,MV_6300,TH_249,SC_227,2024-09-01,18:15:00,380.82,145,,
SH_303,MV_910,TH_20,SC_442,2023-10-07,15:30:00,333.56,84,,
SH_304,MV_8970,TH_381,SC_336,2023-12-28,20:30:00,411.92,195,,
SH_305,MV_9996,TH_217,SC_838,2023-05-16,17:45:00,167.12,176,,
SH_306,MV_8836,TH_253,SC_432,2024-01-25,19:30:00,428.43,131,,
SH_307,MV_1317,TH_18,SC_671,2023-11-20,19:00:00,217.15,145,,
SH_308,MV_7945,TH_76,SC_98,2024-12-13,22:15:00,304.61,153,,
SH_309,MV_3965,TH_376,SC_211,2024-03-19,21:45:00,465.22,146,,
SH_310,MV_1280,TH_298,SC_142,2023-03-26,19:45:00,372.69,52,,
SH_311,MV_1758,TH_443,SC_49,2024-09-11,16:00:00,491.59,145,,
SH_312,MV_8359,TH_420,SC_53,2024-05-12,22:30:00,360.55,99,,
SH_313,MV_1671,TH_316,SC_277,2025-06-02,21:30:00,336.39,133,,
SH_314,MV_1108,TH_453,SC_247,2024-06-24,10:00:00,463.61,172,,
SH_315,MV_905,TH_174,SC_726,2023-11-25,17:00:00,338.02,152,,
SH_316,MV_174,TH_144,SC_949,2023-10-07,15:15:00,182.32,183,,
SH_317,MV_6687,TH_441,SC_941,2025-11-17,12:30:00,450.63,155,,
SH_318,MV_7066,TH_300,SC_971,2023-05-11,19:15:00,361.4,95,,
SH_319,MV_3801,TH_102,SC_143,2025-09-29,11:00:00,232.16,116,,
SH_320,MV_2243,TH_377,SC_176,2024-12-19,15:30:00,386.38,152,,
SH_321,MV_9949,TH_469,SC_605,2023-07-17,15:30:00,151.53,115,,
SH_322,MV_8619,TH_334,SC_510,2023-08-05,12:30:00,236.26,67,,
SH_323,MV_1242,TH_397,SC_342,2024-03-13,10:00:00,409.89,163,,
SH_324,MV_1765,TH_161,SC_558,2024-04-30,14:00:00,368.89,169,,
SH_325,MV_6216,TH_309,SC_112,2023-12-27,20:45:00,466.99,138,,
SH_326,MV_9578,TH_115,SC_924,2025-09-21,12:45:00,486.83,169,,
SH_327,MV_6969,TH_295,SC_42,2025-05-08,12:45:00,418.63,56,,
SH_328,MV_8854,TH_374,SC_57,2025-03-11,16:00:00,411.12,114,,
SH_329,MV_5544,TH_285,SC_535,2025-12-09,10:00:00,365.05,103,,
SH_330,MV_5812,TH_32,SC_351,2024-12-27,16:15:00,364.3,57,,
SH_331,MV_3745,TH_435,SC_380,2024-05-25,15:00:00,309.54,62,,
SH_332,MV_5666,TH_227,SC_651,2025-12-01,14:30:00,281.41,171,,
