movie_id,title,genre,language,duration,rating,release_date,
MV_134,A really upon machine,Romance,Tamil,91,6.2,16/01/2018,
MV_135,Thought face,Horror,Malayalam,148,7.1,29/05/2008,
MV_136,Talk per whether also,Horror,Telugu,92,6.6,23/11/2018,
MV_137,Alone full,Thriller,Tamil,136,3.7,03/12/2005,
MV_138,Idea,Sci-Fi,Tamil,178,4.8,07/08/2014,
MV_139,After role sell,Horror,Telugu,126,6.1,22/01/2003,
MV_140,Call successful them,Thriller,Kannada,151,6.6,07/08/2001,
MV_141,Cup live member,Sci-Fi,Telugu,175,5.8,03/01/2014,
MV_142,Also result type,Comedy,Hindi,121,6.4,16/03/2012,
MV_143,Civil itself second,Sci-Fi,Tamil,143,5.8,12/12/2016,
MV_144,Join nation,Romance,Tamil,96,6.1,12/05/2005,
MV_145,Form explain century,Comedy,Bengali,104,9,08/10/2021,
MV_146,New enter,Romance,Tamil,132,8.2,15/12/2010,
MV_147,Green item,Romance,Bengali,153,3.1,04/08/2001,
MV_148,Child before tough car,Comedy,Tamil,171,3.5,16/04/2016,
MV_149,Decade share safe television,Thriller,Kannada,165,4.5,07/05/2003,
MV_150,Stuff even,Comedy,Hindi,104,8.3,27/02/2015,
MV_151,Surface total,Comedy,Tamil,100,5.7,04/07/2004,
MV_152,Commercial,Drama,Kannada,132,6.9,13/04/2009,
MV_153,People image,Comedy,Tamil,94,4.6,05/12/2009,
MV_154,Election feel,Horror,Bengali,179,8.7,19/08/2005,
MV_155,Exactly turn traditional,Comedy,English,102,6.2,25/04/2001,
MV_156,Can measure,Action,Bengali,95,4.3,02/10/2017,
MV_157,People image,Sci-Fi,Tamil,98,5,17/11/2019,
MV_158,Might go reflect,Drama,Malayalam,140,8.7,08/02/2009,
MV_159,Human itself,Comedy,English,180,8.5,21/06/2002,
MV_160,Civil itself second,Romance,Telugu,109,7,20/09/2006,
MV_161,Science world,Romance,Malayalam,143,7.6,28/02/2013,
MV_162,Choose carry teach,Sci-Fi,Malayalam,91,7.1,02/01/2000,
MV_163,Defense television,Drama,Malayalam,93,5.5,06/06/2021,
MV_164,Idea,Romance,Hindi,154,4.1,17/11/2013,
MV_165,Challenge affect recognize,Horror,Bengali,94,5.8,09/03/2004,
MV_166,Can measure,Horror,Malayalam,107,7.4,14/01/2009,
MV_167,Day prevent,Drama,Hindi,141,8.2,28/02/2015,
MV_168,About they note,Action,Bengali,134,5.8,27/10/2018,
MV_169,Ten talk room,Romance,Kannada,161,5.6,11/08/2018,
MV_170,Project pass,Horror,Bengali,163,5.8,19/02/2015,
MV_171,Tell miss,Sci-Fi,Tamil,116,5.9,18/09/2010,
MV_172,We material audience magazine,Thriller,Tamil,175,6.8,10/08/2010,
MV_173,Strong each,Horror,Malayalam,123,8.5,28/03/2002,
MV_174,Up on,Comedy,Telugu,149,6.3,21/12/2009,
MV_175,Friend speech,Action,Tamil,133,8.7,21/03/2017,
MV_176,Suggest want something,Romance,Hindi,166,8.6,08/02/2010,
MV_177,Front service red,Romance,Malayalam,148,6.6,19/03/2023,
MV_178,Successful place,Horror,Tamil,161,4.4,26/03/2016,
MV_179,Century,Drama,Telugu,116,7.3,21/07/2021,
MV_180,However sort billion,Sci-Fi,Tamil,118,8.5,19/06/2012,
MV_181,Century machine everyone,Comedy,English,130,8.2,30/12/2008,
MV_182,Begin size,Sci-Fi,Malayalam,126,6.4,04/12/2009,
MV_183,Season attack forward,Sci-Fi,Bengali,154,3.8,15/07/2004,
MV_184,History those participant,Sci-Fi,Kannada,154,6,11/05/2014,
MV_185,Out operation same,Horror,Bengali,116,4.5,16/08/2022,
MV_186,Himself,Romance,Kannada,135,6.6,14/11/2000,
MV_187,Guess prevent condition,Drama,Kannada,152,6.5,10/07/2000,
MV_188,Can measure,Thriller,Malayalam,101,8.8,29/03/2001,
MV_189,Four true,Comedy,Hindi,166,8.8,21/05/2013,
MV_190,Bill across,Horror,Hindi,113,3.6,28/07/2004,
MV_191,History those participant,Romance,Hindi,103,7.4,30/07/2017,
MV_192,Arm country her,Action,English,126,4.2,09/05/2006,
MV_193,Help including,Thriller,Malayalam,163,8.5,01/12/2016,
MV_194,Crime,Horror,Tamil,141,6,23/11/2021,
MV_195,Election feel,Thriller,Malayalam,150,8.6,04/03/2016,
MV_196,Project pass,Thriller,Telugu,162,5.7,18/12/2001,
MV_197,Human special chance card,Horror,Hindi,101,5,24/02/2004,
MV_198,Region their,Thriller,Malayalam,122,7.2,28/11/2013,
MV_199,More will,Action,Kannada,139,7.7,24/04/2019,
MV_200,Indicate reveal,Drama,Telugu,121,3.1,21/04/2023,
MV_201,Whatever exist maybe,Action,Kannada,180,6.5,26/10/2010,
MV_202,Audience alone near,Horror,Hindi,154,7.6,10/06/2005,
MV_203,Bill across,Thriller,Malayalam,142,6.8,08/01/2012,
MV_204,Article whatever company,Horror,Kannada,171,7.5,21/07/2017,
MV_205,Easy property wind,Sci-Fi,Bengali,139,8.1,08/04/2016,
MV_206,Guess prevent condition,Action,Malayalam,126,5.2,30/03/2000,
MV_207,Enter newspaper,Comedy,Kannada,176,8.3,18/10/2000,
MV_208,Science world,Thriller,Bengali,120,7.9,05/02/2010,
MV_209,Exactly turn traditional,Romance,Malayalam,109,4.6,20/06/2011,
MV_210,Defense television,Sci-Fi,Malayalam,92,6,08/08/2016,
MV_211,Pass guess father,Drama,Bengali,116,8.8,07/03/2016,
MV_212,Around cut yourself,Action,Tamil,101,6.2,01/12/2022,
MV_213,Go up while,Sci-Fi,English,153,7.6,10/01/2013,
MV_214,Down whole,Comedy,Hindi,178,7.1,05/06/2017,
MV_215,Garden reflect wife computer,Action,Hindi,107,4.8,24/11/2012,
MV_216,Wait win story,Sci-Fi,English,174,6.2,28/03/2007,
MV_217,Section quickly whom,Comedy,English,142,4.6,18/08/2002,
MV_218,Become you,Horror,Bengali,144,8.8,19/05/2004,
MV_219,Sometimes western whom,Comedy,Malayalam,136,7.8,08/07/2022,
MV_220,Writer,Sci-Fi,Telugu,108,4.4,25/09/2004,
MV_221,Speak art ok,Action,Hindi,156,6.1,14/12/2000,
MV_222,Pretty house still,Sci-Fi,English,108,7.6,20/04/2006,
MV_223,Gas,Horror,Kannada,129,5.8,31/07/2009,
MV_224,Fly still heavy,Thriller,Hindi,140,5.6,03/08/2007,
MV_225,Image until capital,Thriller,English,158,8.2,05/02/2000,
MV_226,Father scene,Sci-Fi,Bengali,132,7,04/04/2004,
MV_227,Everyone affect,Romance,Telugu,123,7.1,31/10/2016,
MV_228,Free,Drama,Bengali,165,3,12/08/2015,
MV_229,Popular business,Thriller,English,111,4.7,18/09/2004,
MV_230,Candidate church despite,Drama,Telugu,153,4.6,06/06/2023,
MV_231,Situation ago skill,Sci-Fi,Tamil,175,3.8,24/04/2000,
MV_232,Above someone something,Thriller,Tamil,106,4.1,18/03/2018,
MV_233,Because rise forget,Comedy,Bengali,127,3.3,16/09/2000,
MV_234,Four far,Horror,Malayalam,90,3.1,10/01/2005,
MV_235,Good brother throw prove,Sci-Fi,Tamil,95,3.7,29/10/2021,
MV_236,Water information method,Sci-Fi,Hindi,94,5.7,28/08/2015,
MV_237,Bit,Comedy,Tamil,178,8.2,13/06/2001,
MV_238,Realize do her,Comedy,Kannada,176,6,22/06/2020,
MV_239,Activity very international,Drama,Kannada,174,7.8,30/05/2015,
MV_240,Around cut yourself,Horror,Bengali,108,7.7,19/05/2005,
MV_241,Lawyer call visit,Romance,Telugu,92,7.8,31/03/2007,
MV_242,No its,Horror,Tamil,159,4.5,27/06/2017,
MV_243,Writer,Thriller,Tamil,140,7.4,12/09/2020,
MV_244,Ahead her lay beyond,Drama,Telugu,175,3.5,23/03/2021,
MV_245,Nearly perhaps worker,Romance,Bengali,96,6,23/11/2015,
MV_246,Challenge affect recognize,Horror,Malayalam,101,6.1,08/12/2000,
MV_247,End two,Sci-Fi,Hindi,128,7.5,01/08/2012,
MV_248,Hit difficult skill,Horror,Bengali,175,6,30/12/2017,
MV_249,Civil itself second,Comedy,Bengali,138,4.6,22/03/2004,
MV_250,Quickly rather ask,Romance,Hindi,92,4.6,23/07/2017,
MV_251,Information city whether,Action,English,130,4.6,26/02/2007,
MV_252,Suffer each manage,Horror,Hindi,101,3.2,09/07/2006,
MV_253,Four,Action,English,165,6.4,10/02/2023,
MV_254,Situation,Sci-Fi,English,93,6.4,23/09/2012,
MV_255,Store,Romance,Tamil,161,4.9,20/10/2008,
MV_256,Challenge know impact media,Comedy,Tamil,133,7.5,07/05/2019,
MV_257,Degree art already,Horror,Malayalam,125,4.3,06/07/2015,
MV_258,Ready road establish,Action,Telugu,116,4.2,23/01/2019,
MV_259,Lawyer call visit,Romance,Bengali,108,4.1,21/05/2022,
MV_260,Choose tax enjoy,Action,Tamil,153,6.8,21/05/2007,
MV_261,Out operation same,Horror,Telugu,104,5.8,15/06/2000,
MV_262,After mention,Action,English,141,8.3,18/05/2006,
MV_263,Term read,Horror,Hindi,173,5.6,27/02/2000,
MV_264,Help including,Thriller,Kannada,115,8.1,14/07/2011,
MV_265,Social ask probably air,Sci-Fi,Malayalam,97,7.9,22/10/2021,
MV_266,Television to,Drama,Hindi,172,3.9,09/08/2003,
MV_267,Movie rate difference,Sci-Fi,Malayalam,179,6.7,04/05/2001,
MV_268,Team,Drama,English,115,7.7,14/03/2010,
MV_269,Suggest laugh,Drama,Bengali,120,3.7,14/03/2017,
MV_270,Project pass,Horror,English,130,5.2,23/03/2015,
MV_271,Writer,Romance,Hindi,143,4.2,16/03/2010,
MV_272,Past billion,Romance,Kannada,173,8.5,02/10/2012,
MV_273,Crime against unit,Drama,Bengali,117,3.2,19/11/2021,
MV_274,Store,Romance,Tamil,138,3.8,22/11/2016,
MV_275,Green item,Drama,English,166,8.7,01/04/2013,
MV_276,Human itself,Action,Hindi,115,7,19/12/2003,
MV_277,Front service red,Sci-Fi,Bengali,91,5.4,30/04/2011,
MV_278,Information although,Thriller,English,101,4.2,27/01/2013,
MV_279,Born dream,Sci-Fi,Hindi,97,3.1,26/05/2006,
MV_280,End own may,Action,Kannada,97,6.6,14/01/2021,
MV_281,Agent reflect,Comedy,Bengali,94,8.3,27/02/2005,
MV_282,Suddenly ten,Action,Telugu,165,8.5,22/08/2019,
MV_283,Become you,Action,Tamil,96,5.1,02/04/2013,
MV_284,Dream mouth something,Thriller,Bengali,157,8.8,14/02/2015,
MV_285,Service late direction,Horror,Telugu,166,5.1,09/10/2009,
MV_286,Bring,Sci-Fi,Bengali,165,8.8,21/11/2002,
MV_287,Day prevent,Sci-Fi,Tamil,120,8.9,21/04/2013,
MV_288,Around sound,Thriller,Malayalam,98,3.2,18/04/2016,
MV_289,Green turn option,Romance,Kannada,160,6.6,07/07/2016,
MV_290,A really upon machine,Thriller,Malayalam,146,6.6,06/12/2015,
MV_291,Eat conference sometimes,Thriller,Telugu,156,7.8,08/09/2000,
MV_292,Crime,Sci-Fi,Hindi,104,4.7,14/04/2002,
MV_293,Surface total,Thriller,Tamil,90,7.8,25/03/2002,
MV_294,Guess prevent condition,Drama,Malayalam,129,3.4,06/07/2006,
MV_295,Four increase my,Romance,Tamil,158,4.1,29/10/2000,
MV_296,Exist,Comedy,Kannada,95,5.8,18/02/2019,
MV_297,City memory,Drama,Kannada,112,8.5,14/09/2015,
MV_298,Enter newspaper,Action,Bengali,157,3.2,06/09/2013,
MV_299,Talk per whether also,Comedy,Telugu,172,3.9,07/02/2021,
MV_300,Friend speech,Comedy,English,119,8.8,12/10/2008,
MV_301,People source,Drama,Malayalam,132,6.7,19/02/2014,
MV_302,Century,Sci-Fi,Telugu,179,4.3,19/01/2019,
MV_303,While institution,Thriller,Bengali,125,6.4,29/05/2011,
MV_304,Agent reflect,Comedy,English,98,8.5,24/01/2006,
MV_305,Successful place,Thriller,Malayalam,132,3,22/02/2020,
MV_306,Stuff even,Action,Malayalam,159,4.8,27/03/2006,
MV_307,Thank,Drama,Hindi,166,4.2,27/05/2011,
MV_308,Father scene,Comedy,English,113,7,10/02/2009,
MV_309,Determine evidence,Thriller,Tamil,169,6.2,08/07/2018,
MV_310,Pretty house still,Drama,Kannada,177,7.2,01/03/2004,
MV_311,Side chair,Drama,Tamil,96,7.5,14/09/2001,
MV_312,Child serve thank,Comedy,Malayalam,169,7.2,10/02/2001,
MV_313,Despite hot collection,Sci-Fi,Tamil,119,5.3,11/05/2023,
MV_314,Will several,Sci-Fi,Hindi,96,6.1,26/02/2007,
MV_315,Participant build bill unit,Action,Tamil,123,7.8,17/09/2011,
MV_316,Tell miss,Comedy,Kannada,180,3.3,04/07/2014,
MV_317,Put say,Thriller,Tamil,118,6.2,17/07/2002,
MV_318,While institution,Romance,Telugu,171,3.7,24/05/2023,
MV_319,Must each conference close,Action,Telugu,146,7.2,22/03/2005,
MV_320,Side chair,Horror,Hindi,143,6.4,06/11/2011,
MV_321,Challenge affect recognize,Comedy,English,144,8.5,26/04/2019,
MV_322,About they note,Action,English,101,3.3,30/04/2013,
MV_323,Situation ago skill,Horror,Hindi,121,8.8,28/10/2019,
MV_324,Suffer each manage,Action,Malayalam,143,4.8,06/11/2001,
MV_325,Herself must,Horror,Malayalam,140,4.7,07/10/2006,
MV_326,Gas,Action,Tamil,111,5.7,19/11/2008,
MV_327,Defense television,Sci-Fi,English,158,8.5,07/10/2018,
MV_328,Form base,Comedy,Hindi,172,5.2,08/04/2000,
MV_329,Watch ground here myself,Action,Tamil,93,7.5,21/09/2019,
MV_330,Four true,Drama,Hindi,155,5.9,05/04/2013,
MV_331,Suggest laugh,Action,Hindi,100,5.7,14/01/2005,
MV_332,Easy property wind,Horror,Bengali,107,4.2,25/01/2022,
MV_333,Shake garden term,Action,Telugu,107,7.9,28/08/2002,
MV_334,Grow experience,Action,Hindi,176,8.6,12/03/2019,
MV_335,Investment activity action administration,Comedy,Kannada,171,3.9,27/07/2000,
MV_336,Would teacher,Thriller,Kannada,144,8,05/07/2007,
MV_337,Light here,Comedy,Hindi,156,5,12/10/2007,
MV_338,Four far,Action,English,98,7.1,13/04/2016,
MV_339,Hour so number,Romance,Bengali,134,4.4,13/08/2007,
MV_340,Kid artist situation,Horror,Hindi,163,8,20/01/2015,
MV_341,End own may,Horror,Hindi,128,5.2,28/06/2014,
MV_342,Police moment recently,Comedy,Tamil,148,3.5,25/01/2009,
MV_343,Go up while,Romance,Telugu,179,3.9,08/08/2003,
MV_344,Guy work night season,Action,Tamil,122,3.9,10/06/2008,
MV_345,Win business audience,Drama,Hindi,148,7.1,03/06/2011,
MV_346,Sit not reduce,Drama,Tamil,90,7.6,08/03/2004,
MV_347,Important true,Sci-Fi,Telugu,134,8.2,10/03/2020,
MV_348,Show language,Horror,Hindi,118,5.6,23/11/2018,
MV_349,Because already collection,Thriller,Kannada,99,4.6,13/05/2008,
MV_350,New enter,Drama,English,101,3.8,17/05/2008,
MV_351,Wear partner daughter,Horror,English,94,5.1,06/04/2001,
MV_352,Choice watch,Drama,Tamil,134,8.7,16/07/2015,
MV_353,Guy work night season,Comedy,Hindi,177,6,02/06/2013,
MV_354,Mother seem,Action,Kannada,160,4.1,08/02/2003,
MV_355,Far sea scientist,Romance,Telugu,117,5.2,22/01/2022,
MV_356,Middle theory,Sci-Fi,Kannada,176,6.9,05/08/2016,
MV_357,Full fast,Drama,Malayalam,121,7.1,05/12/2011,
MV_358,Collection budget develop,Horror,Telugu,91,7.6,01/06/2001,
MV_359,Language house,Comedy,Malayalam,168,7.7,25/04/2004,
MV_360,Science world,Horror,Kannada,145,7,03/06/2017,
MV_361,Front service red,Drama,Kannada,153,3.5,04/02/2011,
MV_362,Down know environment ago,Thriller,Kannada,115,8.4,23/02/2020,
MV_363,More will,Sci-Fi,Bengali,167,6.6,15/08/2001,
MV_364,Pass guess father,Romance,Kannada,147,4.5,29/09/2015,
MV_365,Go up while,Romance,Telugu,169,8.6,11/01/2012,
MV_366,Draw be,Drama,Bengali,154,3.7,22/05/2007,
MV_367,Night mind,Horror,Bengali,127,5.5,04/02/2005,
MV_368,However sort billion,Drama,Malayalam,107,7.4,27/12/2019,
MV_369,Meeting radio American,Romance,Bengali,102,8,06/06/2008,
MV_370,Up,Romance,English,161,5,27/02/2009,
MV_371,Suggest want something,Thriller,English,164,4.8,23/06/2009,
MV_372,Project pass,Action,Malayalam,105,7.5,20/03/2018,
MV_373,Increase toward tell,Horror,Bengali,129,5.7,19/08/2004,
MV_374,Lawyer call visit,Action,Kannada,107,3.6,06/03/2001,
MV_375,Employee lead not,Horror,Tamil,175,7.8,04/05/2007,
MV_376,Sit not reduce,Romance,Kannada,144,3.1,27/12/2018,
MV_377,Cup live member,Action,Kannada,167,7.3,17/11/2015,
MV_378,Thank least look ago,Romance,Hindi,119,4.8,21/06/2019,
MV_379,Will several,Comedy,Malayalam,150,6.3,22/11/2004,
MV_380,Cup live member,Comedy,Bengali,142,6.5,16/02/2006,
MV_381,Win officer during leader,Action,Tamil,135,3.7,24/09/2002,
MV_382,Arm country her,Comedy,Telugu,172,7.3,03/03/2017,
MV_383,Look laugh suggest admit,Sci-Fi,Bengali,93,5,11/10/2012,
MV_384,Situation group,Drama,Malayalam,103,3.2,02/05/2017,
MV_385,Very leave,Horror,English,141,6.4,17/06/2012,
MV_386,Watch ground here myself,Horror,Hindi,152,6.9,03/05/2018,
MV_387,Whatever exist maybe,Drama,Bengali,144,4.7,05/07/2021,
MV_388,Suddenly ten,Action,Kannada,151,7.3,12/11/2016,
MV_389,Full fast,Thriller,English,178,3.2,26/08/2011,
MV_390,What culture,Drama,Kannada,102,8.5,16/10/2020,
MV_391,Tell miss,Horror,Kannada,155,3.2,14/12/2015,
MV_392,Family first down,Drama,Telugu,153,8.6,25/02/2017,
MV_393,Fast,Horror,Telugu,151,5.5,10/08/2007,
MV_394,Ten talk room,Comedy,Tamil,140,8.6,04/11/2014,
MV_395,Need,Thriller,English,106,5.1,21/02/2002,
MV_396,Friend speech,Sci-Fi,Telugu,174,5.1,24/09/2011,
MV_397,Information although,Horror,Tamil,157,7.2,01/11/2015,
MV_398,Loss sometimes way century,Romance,Hindi,159,7.6,07/08/2002,
MV_399,Child before tough car,Thriller,English,117,4.3,27/06/2003,
MV_400,Out operation same,Romance,Tamil,142,8.2,17/09/2013,
MV_401,Day prevent,Thriller,Hindi,120,6,12/02/2011,
MV_402,Talk billion avoid,Action,Bengali,145,3.5,18/12/2006,
MV_403,Pm too heart,Sci-Fi,Tamil,159,3.4,23/12/2015,
MV_404,Cup live member,Horror,English,157,7.5,06/01/2021,
MV_405,Because already collection,Action,Hindi,175,3.8,12/09/2000,
